id,decision,score,category,family,question,correct_answer,reasons
q4645,KEEP,3.0,Sanat & Edebiyat,art,The Large Bathers adlı eserin sanatçısı kimdir?,Paul Cézanne,
q4646,KEEP,3.0,Sanat & Edebiyat,art,Woman with a Hat adlı eserin sanatçısı kimdir?,Henri Matisse,
q4648,KEEP,3.0,Sanat & Edebiyat,art,The Dance adlı eserin sanatçısı kimdir?,Henri Matisse,
q4649,KEEP,3.0,Sanat & Edebiyat,art,The City Rises adlı eserin sanatçısı kimdir?,Umberto Boccioni,
q4651,KEEP,3.0,Sanat & Edebiyat,art,Composition VII adlı eserin sanatçısı kimdir?,Wassily Kandinsky,
q4652,KEEP,3.0,Sanat & Edebiyat,art,Black Square adlı eserin sanatçısı kimdir?,Kazimir Malevich,
q4653,KEEP,3.0,Sanat & Edebiyat,art,Fountain adlı eserin sanatçısı kimdir?,Marcel Duchamp,
q4655,KEEP,3.0,Sanat & Edebiyat,art,American Gothic adlı eserin sanatçısı kimdir?,Grant Wood,
q4657,KEEP,3.0,Sanat & Edebiyat,art,Girl Before a Mirror adlı eserin sanatçısı kimdir?,Pablo Picasso,
q4658,KEEP,3.0,Sanat & Edebiyat,art,The Two Fridas adlı eserin sanatçısı kimdir?,Frida Kahlo,
q4659,KEEP,3.0,Sanat & Edebiyat,art,Nighthawks adlı eserin sanatçısı kimdir?,Edward Hopper,
q4660,KEEP,3.0,Sanat & Edebiyat,art,Christina’s World adlı eserin sanatçısı kimdir?,Andrew Wyeth,
q4663,KEEP,3.0,Sanat & Edebiyat,art,Mountains and Sea adlı eserin sanatçısı kimdir?,Helen Frankenthaler,
q4665,KEEP,3.0,Sanat & Edebiyat,art,Flag adlı eserin sanatçısı kimdir?,Jasper Johns,
q4668,KEEP,3.0,Sanat & Edebiyat,art,Drowning Girl adlı eserin sanatçısı kimdir?,Roy Lichtenstein,
q4669,KEEP,3.0,Sanat & Edebiyat,art,One and Three Chairs adlı eserin sanatçısı kimdir?,Joseph Kosuth,
q4670,KEEP,3.0,Sanat & Edebiyat,art,Spiral Jetty adlı eserin sanatçısı kimdir?,Robert Smithson,
q4672,KEEP,3.0,Sanat & Edebiyat,art,The Dinner Party adlı eserin sanatçısı kimdir?,Judy Chicago,
q4674,KEEP,3.0,Sanat & Edebiyat,art,My Bed adlı eserin sanatçısı kimdir?,Tracey Emin,
q4675,KEEP,3.0,Sanat & Edebiyat,art,The Weather Project adlı eserin sanatçısı kimdir?,Olafur Eliasson,
q4676,KEEP,3.0,Sanat & Edebiyat,art,Sunflower Seeds adlı eserin sanatçısı kimdir?,Ai Weiwei,
q5516,KEEP,3.0,Tarih,history,"Pompeii en çok hangi uygarlık, hanedan veya kültürle ilişkilidir?",Roma İmparatorluğu,seri arkeoloji sorusu
q6131,KEEP,3.0,Coğrafya,geo,Avrupa bölgesindeki fiyort örneklerinden biri hangisidir?,Geirangerfjord,
q6139,KEEP,3.0,Coğrafya,geo,Okyanusya bölgesindeki volkanik ada örneklerinden biri hangisidir?,Bora Bora,
q6147,KEEP,3.0,Coğrafya,geo,Avrupa bölgesindeki tatlı su gölü örneklerinden biri hangisidir?,Loch Ness,
q6171,KEEP,3.0,Coğrafya,geo,Orta Amerika bölgesindeki denizel obruk örneklerinden biri hangisidir?,Great Blue Hole,
q6179,KEEP,3.0,Coğrafya,geo,Avrupa bölgesindeki nehir deltası örneklerinden biri hangisidir?,Tuna Deltası,
q6187,KEEP,3.0,Coğrafya,geo,Güney Amerika bölgesindeki sulak alan örneklerinden biri hangisidir?,Pantanal,
q6195,KEEP,3.0,Coğrafya,geo,Kuzey Amerika bölgesindeki buzul vadisi örneklerinden biri hangisidir?,Yosemite Vadisi,
q6211,KEEP,3.0,Coğrafya,geo,Asya bölgesindeki karstik körfez örneklerinden biri hangisidir?,Ha Long Körfezi,
q6219,KEEP,3.0,Coğrafya,geo,Afrika bölgesindeki yassı tepeli dağ örneklerinden biri hangisidir?,Masa Dağı,
q6235,KEEP,3.0,Coğrafya,geo,Afrika bölgesindeki stratovolkan örneklerinden biri hangisidir?,Kilimanjaro,
q6288,KEEP,3.0,Eğlence,entertainment,The Salesman aşağıdaki yapım türlerinden hangisidir?,Sinema filmi,
q6291,KEEP,3.0,Eğlence,entertainment,Woody Allen tarafından 1977 yılında hazırlanan yapım hangisidir?,Annie Hall,
q6293,KEEP,3.0,Eğlence,entertainment,1999 yılında HBO üzerinden başlayan dizi hangisidir?,The Sopranos,
q6295,KEEP,3.0,Eğlence,entertainment,Get Out aşağıdaki yapım türlerinden hangisidir?,Sinema filmi,
q6298,KEEP,3.0,Eğlence,entertainment,Bernardo Bertolucci tarafından 1987 yılında hazırlanan yapım hangisidir?,The Last Emperor,
q6300,KEEP,3.0,Eğlence,entertainment,2006 yılında NBC üzerinden başlayan dizi hangisidir?,30 Rock,
q6302,KEEP,3.0,Eğlence,entertainment,A Separation aşağıdaki yapım türlerinden hangisidir?,Sinema filmi,
q6305,KEEP,3.0,Eğlence,entertainment,Jean-Luc Godard tarafından 1960 yılında hazırlanan yapım hangisidir?,Breathless,
q6307,KEEP,3.0,Eğlence,entertainment,2007 yılında AMC üzerinden başlayan dizi hangisidir?,Mad Men,
q6312,KEEP,3.0,Eğlence,entertainment,Nic Pizzolatto tarafından 2014 yılında hazırlanan yapım hangisidir?,True Detective,
q6314,KEEP,3.0,Eğlence,entertainment,2002 yılında HBO üzerinden başlayan dizi hangisidir?,The Wire,
q6319,KEEP,3.0,Eğlence,entertainment,Ryan Condal ve George R. R. Martin tarafından 2022 yılında hazırlanan yapım hangisidir?,House of the Dragon,
q6321,KEEP,3.0,Eğlence,entertainment,2004 yılında HBO üzerinden başlayan dizi hangisidir?,Deadwood,
q6323,KEEP,3.0,Eğlence,entertainment,Dark aşağıdaki yapım türlerinden hangisidir?,Televizyon dizisi,
q6326,KEEP,3.0,Eğlence,entertainment,Christopher Storer tarafından 2022 yılında hazırlanan yapım hangisidir?,The Bear,
q6328,KEEP,3.0,Eğlence,entertainment,2018 yılında BBC America üzerinden başlayan dizi hangisidir?,Killing Eve,
q6333,KEEP,3.0,Eğlence,entertainment,Danny Boyle tarafından 2008 yılında hazırlanan yapım hangisidir?,Slumdog Millionaire,
q6335,KEEP,3.0,Eğlence,entertainment,2004 yılında ABC üzerinden başlayan dizi hangisidir?,Lost,
q6340,KEEP,3.0,Eğlence,entertainment,Steven Knight tarafından 2013 yılında hazırlanan yapım hangisidir?,Peaky Blinders,
q6358,KEEP,3.0,Eğlence,entertainment,Spiral aşağıdaki yapım türlerinden hangisidir?,Televizyon dizisi,
q6407,KEEP,3.0,Eğlence,entertainment,The Sopranos aşağıdaki yapım türlerinden hangisidir?,Televizyon dizisi,
q6790,KEEP,3.0,Bilim & Doğa,science,Eşdeğer doz büyüklüğünün birimi sievert ise bu birimin sembolü hangisidir?,Sv,
q6795,KEEP,3.0,Bilim & Doğa,science,Endokrin sistem içinde yer alan ve tiroit bezinin arka yüzünde bulunan yapı hangisidir?,Paratiroit bezleri,
q6802,KEEP,3.0,Bilim & Doğa,science,Elektrik iletkenliği büyüklüğünün birimi siemens ise bu birimin sembolü hangisidir?,S,
q6807,KEEP,3.0,Bilim & Doğa,science,Endokrin sistem içinde yer alan ve boynun ön bölümünde bulunan yapı hangisidir?,Tiroit bezi,
q6814,KEEP,3.0,Bilim & Doğa,science,Manyetik akı büyüklüğünün birimi weber ise bu birimin sembolü hangisidir?,Wb,
q6819,KEEP,3.0,Bilim & Doğa,science,İskelet sistemi içinde yer alan ve sırtın üst bölümünde bulunan yapı hangisidir?,Skapula,
q6826,KEEP,3.0,Bilim & Doğa,science,Işık akısı büyüklüğünün birimi lumen ise bu birimin sembolü hangisidir?,lm,
q6838,KEEP,3.0,Bilim & Doğa,science,Elektrik akımı büyüklüğünün birimi amper ise bu birimin sembolü hangisidir?,A,
q6843,KEEP,3.0,Bilim & Doğa,science,Endokrin sistem içinde yer alan ve böbreklerin üstünde bulunan yapı hangisidir?,Böbreküstü bezleri,
q6850,KEEP,3.0,Bilim & Doğa,science,Aydınlanma düzeyi büyüklüğünün birimi lux ise bu birimin sembolü hangisidir?,lx,
q6862,KEEP,3.0,Bilim & Doğa,science,Manyetik akı yoğunluğu büyüklüğünün birimi tesla ise bu birimin sembolü hangisidir?,T,
q6867,KEEP,3.0,Bilim & Doğa,science,Sinir sistemi içinde yer alan ve kafatası içinde bulunan yapı hangisidir?,Büyük beyin,
q6874,KEEP,3.0,Bilim & Doğa,science,Enerji büyüklüğünün birimi joule ise bu birimin sembolü hangisidir?,J,
q6879,KEEP,3.0,Bilim & Doğa,science,Sindirim sistemi içinde yer alan ve boğaz ile mide arasında bulunan yapı hangisidir?,Yemek borusu,
q6886,KEEP,3.0,Bilim & Doğa,science,Soğurulan doz büyüklüğünün birimi gray ise bu birimin sembolü hangisidir?,Gy,
q6891,KEEP,3.0,Bilim & Doğa,science,İskelet sistemi içinde yer alan ve dizin önünde bulunan yapı hangisidir?,Patella,
q6898,KEEP,3.0,Bilim & Doğa,science,Işık şiddeti büyüklüğünün birimi candela ise bu birimin sembolü hangisidir?,cd,
q6903,KEEP,3.0,Bilim & Doğa,science,İskelet sistemi içinde yer alan ve uylukta bulunan yapı hangisidir?,Femur,
q13362,KEEP,3.0,Eğlence,entertainment,The Wire ve Deadwood dizilerinin ilk yayınlandığı ortak kanal veya platform hangisidir?,HBO,doğru seçenek uzunluğuyla ayrışıyor
q080,KEEP,2.5,Sanat & Edebiyat,art,Düşünen Adam heykelinin sanatçısı kimdir?,Auguste Rodin,açıklama çoğunlukla cevabı tekrar ediyor
q1573,KEEP,2.5,Sanat & Edebiyat,art,Antik Çağ dönemine ait olan ve Odysseus’un eve dönüş yolculuğunu anlatan eser hangisidir?,Odysseia,açıklama çoğunlukla cevabı tekrar ediyor
q1588,KEEP,2.5,Sanat & Edebiyat,art,Giovanni Boccaccio tarafından oluşturulan eser hangisidir?,Decameron,açıklama çoğunlukla cevabı tekrar ediyor
q1594,KEEP,2.5,Sanat & Edebiyat,art,Öykü derlemesi türünde değerlendirilen eser hangisidir?,Decameron,açıklama çoğunlukla cevabı tekrar ediyor
q1631,KEEP,2.5,Sanat & Edebiyat,art,John Milton tarafından oluşturulan eser hangisidir?,Kayıp Cennet,açıklama çoğunlukla cevabı tekrar ediyor
q1637,KEEP,2.5,Sanat & Edebiyat,art,John Milton tarafından oluşturulan epik şiir hangisidir?,Kayıp Cennet,açıklama çoğunlukla cevabı tekrar ediyor
q1640,KEEP,2.5,Sanat & Edebiyat,art,Daniel Defoe tarafından oluşturulan eser hangisidir?,Robinson Crusoe,açıklama çoğunlukla cevabı tekrar ediyor
q1648,KEEP,2.5,Sanat & Edebiyat,art,Jonathan Swift tarafından oluşturulan eser hangisidir?,Gulliver’in Gezileri,açıklama çoğunlukla cevabı tekrar ediyor
q1674,KEEP,2.5,Sanat & Edebiyat,art,Jane Austen tarafından oluşturulan eser hangisidir?,Gurur ve Önyargı,açıklama çoğunlukla cevabı tekrar ediyor
q4030,KEEP,2.5,Spor,sport,Netbol sporunda bir takım sahada kaç oyuncuyla yer alır?,7,doğru seçenek uzunluğuyla ayrışıyor
q4173,KEEP,2.5,Coğrafya,geo,Haiti ile kara sınırı bulunan ülkelerden biri hangisidir?,Dominik Cumhuriyeti,doğru seçenek uzunluğuyla ayrışıyor
q6637,KEEP,2.5,Sanat & Edebiyat,art,Kırmızı ve Siyah ile aynı yaratıcıya ait başka bir eser hangisidir?,Parma Manastırı,
q7070,KEEP,2.5,Spor,sport,Batı Almanya takımının kazandığı 1980 Avrupa Futbol Şampiyonası hangi ülkede düzenlenmiştir?,İtalya,
q8024,KEEP,2.5,Spor,sport,Batı Almanya takımının kazandığı 1972 Avrupa Futbol Şampiyonası hangi ülkede düzenlenmiştir?,Belçika,
q13485,KEEP,2.5,Tarih,history,Spirit keşif aracının Mars’a inişi olayının temel sonucu veya tarihsel önemi hangisidir?,Mars yüzeyinde uzun süreli jeolojik incelemelerin başlaması,seri tarihsel önem sorusu
q13742,KEEP,2.5,Sanat & Edebiyat,art,Clair de Lune ile La Mer eserlerinin ortak yaratıcısı kimdir?,Claude Debussy,
q15339,KEEP,2.5,Eğlence,entertainment,The Sopranos ve Westworld dizilerinin ilk yayınlandığı ortak kanal veya platform hangisidir?,HBO,
q16361,KEEP,2.5,Eğlence,entertainment,The Wire ve Six Feet Under dizilerinin ilk yayınlandığı ortak kanal veya platform hangisidir?,HBO,
q16532,KEEP,2.5,Tarih,history,Londra Yaz Olimpiyat Oyunları olayının temel sonucu veya tarihsel önemi hangisidir?,Londra’nın modern Yaz Olimpiyatlarına üçüncü kez ev sahipliği yapması,seri tarihsel önem sorusu
q18485,KEEP,2.5,Tarih,history,Paris Yaz Olimpiyat Oyunları olayının temel sonucu veya tarihsel önemi hangisidir?,Yaz Olimpiyatlarının Paris’te üçüncü kez düzenlenmesi,seri tarihsel önem sorusu
q18506,KEEP,2.5,Tarih,history,Pekin Yaz Olimpiyat Oyunları olayının temel sonucu veya tarihsel önemi hangisidir?,Yaz Olimpiyatlarının Çin’de ilk kez düzenlenmesi,seri tarihsel önem sorusu
q19439,KEEP,2.5,Eğlence,entertainment,Parks and Recreation ve Community dizilerinin ilk yayınlandığı ortak kanal veya platform hangisidir?,NBC,
q19515,KEEP,2.5,Tarih,history,InSight uzay aracının Mars’a inişi olayının temel sonucu veya tarihsel önemi hangisidir?,Mars’ın iç yapısını sismik ölçümlerle inceleyen görevin başlaması,seri tarihsel önem sorusu
q20575,KEEP,2.5,Tarih,history,COP30 iklim konferansı olayının temel sonucu veya tarihsel önemi hangisidir?,Taraf ülkelerin iklim hedefleri ve uygulama gündemini Amazon bölgesinde ele alması,seri tarihsel önem sorusu
q22541,KEEP,2.5,Tarih,history,ʻOumuamua’nın keşfedilmesi olayının temel sonucu veya tarihsel önemi hangisidir?,Güneş Sistemi dışından geldiği doğrulanan ilk gözlemsel cismin belirlenmesi,seri tarihsel önem sorusu
q275,KEEP,2.0,Coğrafya,geo,Washington hangi ülkenin başkentidir?,Amerika Birleşik Devletleri,açıklama çoğunlukla cevabı tekrar ediyor | doğru seçenek uzunluğuyla ayrışıyor
q4789,KEEP,2.0,Bilim & Doğa,science,Su bileşiğinin kimyasal formülü hangisidir?,H₂O,açıklama çoğunlukla cevabı tekrar ediyor
q4790,KEEP,2.0,Bilim & Doğa,science,Karbondioksit bileşiğinin kimyasal formülü hangisidir?,CO₂,açıklama çoğunlukla cevabı tekrar ediyor
q4791,KEEP,2.0,Bilim & Doğa,science,Metan bileşiğinin kimyasal formülü hangisidir?,CH₄,açıklama çoğunlukla cevabı tekrar ediyor
q4792,KEEP,2.0,Bilim & Doğa,science,Amonyak bileşiğinin kimyasal formülü hangisidir?,NH₃,açıklama çoğunlukla cevabı tekrar ediyor
q4793,KEEP,2.0,Bilim & Doğa,science,Sülfürik asit bileşiğinin kimyasal formülü hangisidir?,H₂SO₄,açıklama çoğunlukla cevabı tekrar ediyor
q4795,KEEP,2.0,Bilim & Doğa,science,Nitrik asit bileşiğinin kimyasal formülü hangisidir?,HNO₃,açıklama çoğunlukla cevabı tekrar ediyor
q4797,KEEP,2.0,Bilim & Doğa,science,Asetik asit bileşiğinin kimyasal formülü hangisidir?,CH₃COOH,açıklama çoğunlukla cevabı tekrar ediyor
q4810,KEEP,2.0,Bilim & Doğa,science,Ozon bileşiğinin kimyasal formülü hangisidir?,O₃,açıklama çoğunlukla cevabı tekrar ediyor
q4811,KEEP,2.0,Bilim & Doğa,science,Glikoz bileşiğinin kimyasal formülü hangisidir?,C₆H₁₂O₆,açıklama çoğunlukla cevabı tekrar ediyor
q4812,KEEP,2.0,Bilim & Doğa,science,Sakkaroz bileşiğinin kimyasal formülü hangisidir?,C₁₂H₂₂O₁₁,açıklama çoğunlukla cevabı tekrar ediyor
q4813,KEEP,2.0,Bilim & Doğa,science,Etanol bileşiğinin kimyasal formülü hangisidir?,C₂H₅OH,açıklama çoğunlukla cevabı tekrar ediyor
q4814,KEEP,2.0,Bilim & Doğa,science,Metanol bileşiğinin kimyasal formülü hangisidir?,CH₃OH,açıklama çoğunlukla cevabı tekrar ediyor
q4815,KEEP,2.0,Bilim & Doğa,science,Aseton bileşiğinin kimyasal formülü hangisidir?,C₃H₆O,açıklama çoğunlukla cevabı tekrar ediyor
q4816,KEEP,2.0,Bilim & Doğa,science,Üre bileşiğinin kimyasal formülü hangisidir?,CH₄N₂O,açıklama çoğunlukla cevabı tekrar ediyor
q4822,KEEP,2.0,Bilim & Doğa,science,Gümüş nitrat bileşiğinin kimyasal formülü hangisidir?,AgNO₃,açıklama çoğunlukla cevabı tekrar ediyor
q4827,KEEP,2.0,Bilim & Doğa,science,Kloroform bileşiğinin kimyasal formülü hangisidir?,CHCl₃,açıklama çoğunlukla cevabı tekrar ediyor
q4828,KEEP,2.0,Bilim & Doğa,science,Benzen bileşiğinin kimyasal formülü hangisidir?,C₆H₆,açıklama çoğunlukla cevabı tekrar ediyor
q4833,KEEP,2.0,Bilim & Doğa,science,Bütan bileşiğinin kimyasal formülü hangisidir?,C₄H₁₀,açıklama çoğunlukla cevabı tekrar ediyor
q4838,KEEP,2.0,Bilim & Doğa,science,Fosfin bileşiğinin kimyasal formülü hangisidir?,PH₃,açıklama çoğunlukla cevabı tekrar ediyor
q4843,KEEP,2.0,Bilim & Doğa,science,Çinko oksit bileşiğinin kimyasal formülü hangisidir?,ZnO,açıklama çoğunlukla cevabı tekrar ediyor
q5514,KEEP,2.0,Tarih,history,"Troya en çok hangi uygarlık, hanedan veya kültürle ilişkilidir?",Troya kültürü,seri arkeoloji sorusu
q5515,KEEP,2.0,Tarih,history,"Efes en çok hangi uygarlık, hanedan veya kültürle ilişkilidir?",Antik Yunan ve Roma,seri arkeoloji sorusu
q5536,KEEP,2.0,Tarih,history,"Petra en çok hangi uygarlık, hanedan veya kültürle ilişkilidir?",Nebatiler,seri arkeoloji sorusu
q5537,KEEP,2.0,Tarih,history,"Palmira en çok hangi uygarlık, hanedan veya kültürle ilişkilidir?",Palmira ve Roma kültürü,seri arkeoloji sorusu
q5541,KEEP,2.0,Tarih,history,"Babil en çok hangi uygarlık, hanedan veya kültürle ilişkilidir?",Babilliler,seri arkeoloji sorusu
q5855,KEEP,2.0,Bilim & Doğa,science,Retina insan vücudunda nerede bulunur?,Göz küresinin arka iç yüzeyinde,açıklama çoğunlukla cevabı tekrar ediyor
q5856,KEEP,2.0,Bilim & Doğa,science,Kornea insan vücudunda nerede bulunur?,Gözün ön yüzeyinde,açıklama çoğunlukla cevabı tekrar ediyor
q5862,KEEP,2.0,Bilim & Doğa,science,Timus insan vücudunda nerede bulunur?,Göğüs kemiğinin arkasında,açıklama çoğunlukla cevabı tekrar ediyor
q5867,KEEP,2.0,Bilim & Doğa,science,Dalak insan vücudunda nerede bulunur?,Karnın sol üst bölümünde,açıklama çoğunlukla cevabı tekrar ediyor
q5876,KEEP,2.0,Bilim & Doğa,science,Kalp insan vücudunda nerede bulunur?,Göğüs boşluğunda iki akciğer arasında,açıklama çoğunlukla cevabı tekrar ediyor
q5881,KEEP,2.0,Bilim & Doğa,science,Mide insan vücudunda nerede bulunur?,Karnın sol üst bölümünde,açıklama çoğunlukla cevabı tekrar ediyor
q5883,KEEP,2.0,Bilim & Doğa,science,Jejunum insan vücudunda nerede bulunur?,İnce bağırsağın orta bölümünde,açıklama çoğunlukla cevabı tekrar ediyor
q5884,KEEP,2.0,Bilim & Doğa,science,İleum insan vücudunda nerede bulunur?,İnce bağırsağın son bölümünde,açıklama çoğunlukla cevabı tekrar ediyor
q5887,KEEP,2.0,Bilim & Doğa,science,Rektum insan vücudunda nerede bulunur?,Kalın bağırsağın son bölümünde,açıklama çoğunlukla cevabı tekrar ediyor
q5889,KEEP,2.0,Bilim & Doğa,science,Patella insan vücudunda nerede bulunur?,Dizin önünde,açıklama çoğunlukla cevabı tekrar ediyor
q5890,KEEP,2.0,Bilim & Doğa,science,Tibia insan vücudunda nerede bulunur?,Alt bacağın iç tarafında,açıklama çoğunlukla cevabı tekrar ediyor
q5891,KEEP,2.0,Bilim & Doğa,science,Fibula insan vücudunda nerede bulunur?,Alt bacağın dış tarafında,açıklama çoğunlukla cevabı tekrar ediyor
q5893,KEEP,2.0,Bilim & Doğa,science,Radius insan vücudunda nerede bulunur?,Ön kolun başparmak tarafında,açıklama çoğunlukla cevabı tekrar ediyor
q5894,KEEP,2.0,Bilim & Doğa,science,Ulna insan vücudunda nerede bulunur?,Ön kolun serçe parmak tarafında,açıklama çoğunlukla cevabı tekrar ediyor
q5895,KEEP,2.0,Bilim & Doğa,science,Skapula insan vücudunda nerede bulunur?,Sırtın üst bölümünde,açıklama çoğunlukla cevabı tekrar ediyor
q5897,KEEP,2.0,Bilim & Doğa,science,Sternum insan vücudunda nerede bulunur?,Göğsün ön orta hattında,açıklama çoğunlukla cevabı tekrar ediyor
q5898,KEEP,2.0,Bilim & Doğa,science,Omurlar insan vücudunda nerede bulunur?,Omurga boyunca,açıklama çoğunlukla cevabı tekrar ediyor
q5902,KEEP,2.0,Bilim & Doğa,science,Beyincik yapısının temel görevlerinden biri hangisidir?,Dengeyi ve hareketlerin koordinasyonunu düzenler,açıklama çoğunlukla cevabı tekrar ediyor
q5905,KEEP,2.0,Bilim & Doğa,science,Amigdala yapısının temel görevlerinden biri hangisidir?,Duygusal tepkilerin işlenmesine katkı sağlar,açıklama çoğunlukla cevabı tekrar ediyor
q5910,KEEP,2.0,Bilim & Doğa,science,Omurilik yapısının temel görevlerinden biri hangisidir?,Beyin ile vücut arasında sinir iletilerini taşır,açıklama çoğunlukla cevabı tekrar ediyor
q5911,KEEP,2.0,Bilim & Doğa,science,Retina yapısının temel görevlerinden biri hangisidir?,Işığı sinir sinyallerine dönüştürür,açıklama çoğunlukla cevabı tekrar ediyor
q5912,KEEP,2.0,Bilim & Doğa,science,Kornea yapısının temel görevlerinden biri hangisidir?,Işığın göze girişinde kırılmasını sağlar,açıklama çoğunlukla cevabı tekrar ediyor
q5914,KEEP,2.0,Bilim & Doğa,science,Koklea yapısının temel görevlerinden biri hangisidir?,Ses titreşimlerini sinir sinyallerine dönüştürür,açıklama çoğunlukla cevabı tekrar ediyor
q5918,KEEP,2.0,Bilim & Doğa,science,Timus yapısının temel görevlerinden biri hangisidir?,T lenfositlerinin olgunlaşmasına katkı sağlar,açıklama çoğunlukla cevabı tekrar ediyor
q5923,KEEP,2.0,Bilim & Doğa,science,Dalak yapısının temel görevlerinden biri hangisidir?,Kan hücrelerini süzer ve bağışıklığa katkı sağlar,açıklama çoğunlukla cevabı tekrar ediyor
q5932,KEEP,2.0,Bilim & Doğa,science,Kalp yapısının temel görevlerinden biri hangisidir?,Kanı vücuda ve akciğerlere pompalar,açıklama çoğunlukla cevabı tekrar ediyor
q5933,KEEP,2.0,Bilim & Doğa,science,Aort yapısının temel görevlerinden biri hangisidir?,Oksijenli kanı sistemik dolaşıma taşır,açıklama çoğunlukla cevabı tekrar ediyor
q5939,KEEP,2.0,Bilim & Doğa,science,Jejunum yapısının temel görevlerinden biri hangisidir?,Besinlerin önemli bir kısmının emilmesini sağlar,açıklama çoğunlukla cevabı tekrar ediyor
q5942,KEEP,2.0,Bilim & Doğa,science,Apandis yapısının temel görevlerinden biri hangisidir?,Bağırsak bağışıklık dokusuna katkı sağlar,açıklama çoğunlukla cevabı tekrar ediyor
q5943,KEEP,2.0,Bilim & Doğa,science,Rektum yapısının temel görevlerinden biri hangisidir?,Dışkıyı boşaltım öncesinde geçici olarak depolar,açıklama çoğunlukla cevabı tekrar ediyor
q5944,KEEP,2.0,Bilim & Doğa,science,Femur yapısının temel görevlerinden biri hangisidir?,Kalça ile diz arasında vücut ağırlığını taşır,açıklama çoğunlukla cevabı tekrar ediyor
q5946,KEEP,2.0,Bilim & Doğa,science,Tibia yapısının temel görevlerinden biri hangisidir?,Diz ile ayak bileği arasında ağırlığın büyük bölümünü taşır,açıklama çoğunlukla cevabı tekrar ediyor
q5947,KEEP,2.0,Bilim & Doğa,science,Fibula yapısının temel görevlerinden biri hangisidir?,Ayak bileğinin kararlılığına ve kas tutunmasına katkı sağlar,açıklama çoğunlukla cevabı tekrar ediyor
q5948,KEEP,2.0,Bilim & Doğa,science,Humerus yapısının temel görevlerinden biri hangisidir?,Omuz ile dirsek arasında kolun ana kemiğini oluşturur,açıklama çoğunlukla cevabı tekrar ediyor
q5949,KEEP,2.0,Bilim & Doğa,science,Radius yapısının temel görevlerinden biri hangisidir?,El bileği hareketleri ve ön kol dönüşüne katkı sağlar,açıklama çoğunlukla cevabı tekrar ediyor
q5950,KEEP,2.0,Bilim & Doğa,science,Ulna yapısının temel görevlerinden biri hangisidir?,Dirsek ekleminin temel kemik yapısını oluşturur,açıklama çoğunlukla cevabı tekrar ediyor
q5951,KEEP,2.0,Bilim & Doğa,science,Skapula yapısının temel görevlerinden biri hangisidir?,Omuz eklemi ve birçok kas için tutunma yüzeyi sağlar,açıklama çoğunlukla cevabı tekrar ediyor
q5954,KEEP,2.0,Bilim & Doğa,science,Omurlar yapısının temel görevlerinden biri hangisidir?,Omuriliği korur ve gövdeye destek sağlar,açıklama çoğunlukla cevabı tekrar ediyor
q6203,KEEP,2.0,Coğrafya,geo,Kuzey Amerika bölgesindeki dağlık milli park örneklerinden biri hangisidir?,Banff,doğru seçenek uzunluğuyla ayrışıyor
q5124,KEEP,1.5,Coğrafya,location,Pamukkale hangi ülkede veya ülkelerde bulunur?,Türkiye,seri ülke-konum sorusu
q5140,KEEP,1.5,Coğrafya,location,Kapadokya hangi ülkede veya ülkelerde bulunur?,Türkiye,seri ülke-konum sorusu
q5458,KEEP,1.5,Tarih,location,Troya arkeolojik alanı günümüzde hangi ülkededir?,Türkiye,seri arkeoloji sorusu
q5622,KEEP,1.5,Sanat & Edebiyat,art,Dört Mevsim adlı klasik müzik eserinin bestecisi kimdir?,Antonio Vivaldi,açıklama çoğunlukla cevabı tekrar ediyor
q5624,KEEP,1.5,Sanat & Edebiyat,art,Mesih adlı klasik müzik eserinin bestecisi kimdir?,George Frideric Handel,açıklama çoğunlukla cevabı tekrar ediyor
q5625,KEEP,1.5,Sanat & Edebiyat,art,Su Müziği adlı klasik müzik eserinin bestecisi kimdir?,George Frideric Handel,açıklama çoğunlukla cevabı tekrar ediyor
q5627,KEEP,1.5,Sanat & Edebiyat,art,Requiem adlı klasik müzik eserinin bestecisi kimdir?,Wolfgang Amadeus Mozart,açıklama çoğunlukla cevabı tekrar ediyor
q5628,KEEP,1.5,Sanat & Edebiyat,art,5. Senfoni adlı klasik müzik eserinin bestecisi kimdir?,Ludwig van Beethoven,açıklama çoğunlukla cevabı tekrar ediyor
q5630,KEEP,1.5,Sanat & Edebiyat,art,Ay Işığı Sonatı adlı klasik müzik eserinin bestecisi kimdir?,Ludwig van Beethoven,açıklama çoğunlukla cevabı tekrar ediyor
q5631,KEEP,1.5,Sanat & Edebiyat,art,Sevil Berberi adlı klasik müzik eserinin bestecisi kimdir?,Gioachino Rossini,açıklama çoğunlukla cevabı tekrar ediyor
q5632,KEEP,1.5,Sanat & Edebiyat,art,Guillaume Tell adlı klasik müzik eserinin bestecisi kimdir?,Gioachino Rossini,açıklama çoğunlukla cevabı tekrar ediyor
q5638,KEEP,1.5,Sanat & Edebiyat,art,Dakika Valsi adlı klasik müzik eserinin bestecisi kimdir?,Frédéric Chopin,açıklama çoğunlukla cevabı tekrar ediyor
q5639,KEEP,1.5,Sanat & Edebiyat,art,Träumerei adlı klasik müzik eserinin bestecisi kimdir?,Robert Schumann,açıklama çoğunlukla cevabı tekrar ediyor
