id,source_group,source_name,url,scope
q54345,ent_turkish_tv,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54346,ent_turkish_tv,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54347,ent_classic_film,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54348,ent_classic_film,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54349,ent_thriller,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54350,ent_thriller,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54351,ent_classic_film,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54352,ent_games,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54353,ent_games,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54354,ent_games,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54355,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54356,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54357,hist_britishmuseum,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54358,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54359,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54360,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54361,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54362,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54363,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54364,hist_unesco,UNESCO,https://www.unesco.org/,"Kültürel miras, tarih ve gelenek"
q54365,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54366,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54367,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54368,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54369,hist_istanbul,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54370,hist_ottoman,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54371,hist_turkish_republic,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54372,art_technique,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54373,art_technique,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54374,art_technique,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54375,art_technique,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54376,art_technique,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54377,art_technique,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54378,art_technique,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54379,art_technique,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54380,art_technique,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54381,art_technique,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54382,art_technique,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54383,art_technique,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54384,art_technique,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54385,art_technique,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54386,lit_britannica,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54387,lit_britannica,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54388,lit_britannica,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54389,sci_ocean,NOAA,https://www.noaa.gov/,"Okyanus, atmosfer ve deniz yaşamı"
q54390,sci_ocean,NOAA,https://www.noaa.gov/,"Okyanus, atmosfer ve deniz yaşamı"
q54391,sci_noaa,NOAA,https://www.noaa.gov/,"Okyanus, atmosfer ve deniz yaşamı"
q54392,sci_noaa,NOAA,https://www.noaa.gov/,"Okyanus, atmosfer ve deniz yaşamı"
q54393,sci_smithsonian,Smithsonian Institution,https://www.si.edu/,"Doğa tarihi, kültür ve tarih"
q54394,sci_smithsonian,Smithsonian Institution,https://www.si.edu/,"Doğa tarihi, kültür ve tarih"
q54395,sci_entomology,Britannica / ilgili bilim kurumu,https://www.britannica.com/science,Bilimsel genel bilgi
q54396,sci_smithsonian,Smithsonian Institution,https://www.si.edu/,"Doğa tarihi, kültür ve tarih"
q54397,sci_kew,"Royal Botanic Gardens, Kew",https://www.kew.org/,Bitki bilimi
q54398,sci_noaa,NOAA,https://www.noaa.gov/,"Okyanus, atmosfer ve deniz yaşamı"
q54399,sci_noaa,NOAA,https://www.noaa.gov/,"Okyanus, atmosfer ve deniz yaşamı"
q54400,sci_noaa,NOAA,https://www.noaa.gov/,"Okyanus, atmosfer ve deniz yaşamı"
q54401,sci_nasa,NASA,https://science.nasa.gov/,"Uzay, astronomi ve görev tarihi"
q54402,sci_nasa,NASA,https://science.nasa.gov/,"Uzay, astronomi ve görev tarihi"
q54403,sci_nasa,NASA,https://science.nasa.gov/,"Uzay, astronomi ve görev tarihi"
q54404,sci_nasa,NASA,https://science.nasa.gov/,"Uzay, astronomi ve görev tarihi"
q54405,sport_fifa,FIFA,https://www.fifa.com/,Futbol tarihi ve turnuvalar
q54406,sport_uefa,UEFA,https://www.uefa.com/,Avrupa futbolu
q54407,sport_uefa,UEFA,https://www.uefa.com/,Avrupa futbolu
q54408,sport_nba_rules,NBA,https://www.nba.com/,Basketbol kuralları ve tarihi
q54409,sport_nba_rules,NBA,https://www.nba.com/,Basketbol kuralları ve tarihi
q54410,sport_nba_rules,NBA,https://www.nba.com/,Basketbol kuralları ve tarihi
q54411,sport_itf,International Tennis Federation,https://www.itftennis.com/,Tenis kuralları ve tarihi
q54412,sport_itf,International Tennis Federation,https://www.itftennis.com/,Tenis kuralları ve tarihi
q54413,sport_fivb,FIVB,https://www.fivb.com/,Voleybol kuralları
q54414,sport_fivb,FIVB,https://www.fivb.com/,Voleybol kuralları
q54415,sport_fide,FIDE,https://www.fide.com/,Satranç kuralları
q54416,sport_fide,FIDE,https://www.fide.com/,Satranç kuralları
q54417,sport_fia,FIA,https://www.fia.com/,Motor sporları kuralları
q54418,sport_fia,FIA,https://www.fia.com/,Motor sporları kuralları
q54419,sport_boxing,İlgili uluslararası spor federasyonu,https://www.olympics.com/,Spor kuralı ve tarih kaydı
q54420,sport_boxing,İlgili uluslararası spor federasyonu,https://www.olympics.com/,Spor kuralı ve tarih kaydı
q54421,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54422,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54423,geo_worldfactbook,CIA World Factbook,https://www.cia.gov/the-world-factbook/,Ülke ve sınır bilgileri
q54424,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54425,geo_worldfactbook,CIA World Factbook,https://www.cia.gov/the-world-factbook/,Ülke ve sınır bilgileri
q54426,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54427,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54428,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54429,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54430,geo_worldfactbook,CIA World Factbook,https://www.cia.gov/the-world-factbook/,Ülke ve sınır bilgileri
q54431,geo_timezones,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54432,geo_worldfactbook,CIA World Factbook,https://www.cia.gov/the-world-factbook/,Ülke ve sınır bilgileri
q54433,geo_worldfactbook,CIA World Factbook,https://www.cia.gov/the-world-factbook/,Ülke ve sınır bilgileri
q54434,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54435,geo_worldfactbook,CIA World Factbook,https://www.cia.gov/the-world-factbook/,Ülke ve sınır bilgileri
q54436,geo_worldfactbook,CIA World Factbook,https://www.cia.gov/the-world-factbook/,Ülke ve sınır bilgileri
q54437,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54438,ent_animation,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54439,ent_animation,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54440,ent_animation,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54441,ent_animation,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54442,ent_animation,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54443,ent_animation,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54444,ent_animation,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54445,ent_animation,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54446,ent_animation,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54447,ent_animation,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54448,ent_anime,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54449,ent_anime,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54450,ent_anime,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54451,ent_anime,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54452,ent_anime,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54453,ent_anime,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54454,ent_anime,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54455,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54456,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54457,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54458,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54459,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54460,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54461,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54462,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54463,hist_nobel,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54464,hist_nobel,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54465,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54466,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54467,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54468,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54469,hist_redcross,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54470,hist_smithsonian,Smithsonian Institution,https://www.si.edu/,"Doğa tarihi, kültür ve tarih"
q54471,hist_nps,U.S. National Park Service,https://www.nps.gov/,Millî parklar ve tarihî alanlar
q54472,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54473,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54474,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54475,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54476,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54477,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54478,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54479,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54480,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54481,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54482,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54483,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54484,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54485,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54486,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54487,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54488,lit_terms,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54489,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54490,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54491,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54492,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54493,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54494,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54495,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54496,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54497,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54498,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54499,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54500,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54501,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54502,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54503,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54504,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54505,sport_worldathletics,World Athletics,https://worldathletics.org/,Atletizm kuralları ve tarihi
q54506,sport_worldathletics,World Athletics,https://worldathletics.org/,Atletizm kuralları ve tarihi
q54507,sport_worldathletics,World Athletics,https://worldathletics.org/,Atletizm kuralları ve tarihi
q54508,sport_worldathletics,World Athletics,https://worldathletics.org/,Atletizm kuralları ve tarihi
q54509,sport_worldathletics,World Athletics,https://worldathletics.org/,Atletizm kuralları ve tarihi
q54510,sport_worldathletics,World Athletics,https://worldathletics.org/,Atletizm kuralları ve tarihi
q54511,sport_worldathletics,World Athletics,https://worldathletics.org/,Atletizm kuralları ve tarihi
q54512,sport_worldathletics,World Athletics,https://worldathletics.org/,Atletizm kuralları ve tarihi
q54513,sport_worldathletics,World Athletics,https://worldathletics.org/,Atletizm kuralları ve tarihi
q54514,sport_worldathletics,World Athletics,https://worldathletics.org/,Atletizm kuralları ve tarihi
q54515,sport_worldathletics,World Athletics,https://worldathletics.org/,Atletizm kuralları ve tarihi
q54516,sport_worldathletics,World Athletics,https://worldathletics.org/,Atletizm kuralları ve tarihi
q54517,sport_worldathletics,World Athletics,https://worldathletics.org/,Atletizm kuralları ve tarihi
q54518,sport_worldathletics,World Athletics,https://worldathletics.org/,Atletizm kuralları ve tarihi
q54519,sport_worldathletics,World Athletics,https://worldathletics.org/,Atletizm kuralları ve tarihi
q54520,sport_olympics,Olympics,https://www.olympics.com/,Olimpiyat tarihi ve sporcular
q54521,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54522,geo_unep,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54523,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54524,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54525,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54526,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54527,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54528,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54529,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54530,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54531,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54532,geo_eurotunnel,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54533,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54534,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54535,geo_turkey,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54536,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54537,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54538,ent_music,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54539,ent_music,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54540,ent_music,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54541,ent_music,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54542,ent_music,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54543,ent_music,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54544,ent_music,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54545,ent_music,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54546,ent_music,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54547,ent_music,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54548,ent_music,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54549,ent_turkish_music,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54550,ent_turkish_music,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54551,ent_turkish_music,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54552,ent_turkish_music,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54553,ent_turkish_music,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54554,ent_turkish_music,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54555,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54556,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54557,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54558,hist_unesco,UNESCO,https://www.unesco.org/,"Kültürel miras, tarih ve gelenek"
q54559,hist_vatican,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54560,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54561,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54562,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54563,hist_unesco,UNESCO,https://www.unesco.org/,"Kültürel miras, tarih ve gelenek"
q54564,hist_ottoman,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54565,hist_ottoman,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54566,hist_ottoman,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54567,hist_ottoman,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54568,hist_ottoman,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54569,hist_ottoman,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54570,hist_turkish_republic,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
