id,status,categoryIndex,difficulty,family,reason,question,correctAnswer
q14776,REJECT,3,Orta,art2-order-clean,sıralama/karşılaştırma,"Daphnis et Chloé, Boléro, Composition VII ve Hebridler Uvertürü eserleri tarihlerine göre eskiden yeniye nasıl sıralanır?",Hebridler Uvertürü → Daphnis et Chloé → Composition VII → Boléro
q14777,REJECT,3,Orta,art2-order-clean,sıralama/karşılaştırma,"Macar Rapsodisi No. 2, The Dinner Party, Bahar Ayini ve Fantastik Senfoni eserleri tarihlerine göre eskiden yeniye nasıl sıralanır?",Fantastik Senfoni → Macar Rapsodisi No. 2 → Bahar Ayini → The Dinner Party
q14778,REJECT,3,Zor,art2-double-creator-clean,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.","Yüzyıllık Yalnızlık, Kızıl Köşkün Rüyası, Nighthawks ve La Traviata eserleri için hangi seçenekte iki yaratıcı eşleştirmesi de doğrudur?",Gabriel García Márquez — Yüzyıllık Yalnızlık / Cao Xueqin — Kızıl Köşkün Rüyası
q14779,REJECT,3,Kolay,art2-same-domain-clean,sıralama/karşılaştırma,"Tristan und Isolde, Kırmızı ve Siyah, The Scream ve Su Müziği arasından hangisi Moby-Dick ile aynı sanat veya edebiyat alanına aittir?",Kırmızı ve Siyah
q14780,REJECT,3,Orta,art2-order-clean,sıralama/karşılaştırma,"Rigoletto, Mavi Tuna, Yeni Dünya Senfonisi ve The Gleaners eserleri tarihlerine göre eskiden yeniye nasıl sıralanır?",Rigoletto → The Gleaners → Mavi Tuna → Yeni Dünya Senfonisi
q14781,REJECT,3,Orta,art2-order-clean,sıralama/karşılaştırma,"The City Rises, Arının Uçuşu, Black Square ve At the Moulin Rouge eserleri tarihlerine göre eskiden yeniye nasıl sıralanır?",At the Moulin Rouge → Arının Uçuşu → The City Rises → Black Square
q14782,REJECT,3,Zor,art2-complete-clean,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.","Sefiller, Yeni Dünya Senfonisi, Romeo ve Juliet ve La Mer için hangi yaratıcı–eser–biçim–alan eşleştirmesi bütünüyle doğrudur?",Claude Debussy — La Mer — Senfonik taslaklar — Klasik müzik
q14783,REJECT,3,Kolay,art2-common-creator-clean,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Les Demoiselles d’Avignon ile Girl Before a Mirror eserlerinin ortak yaratıcısı kimdir?,Pablo Picasso
q14784,REJECT,3,Orta,art2-closest-clean,sıralama/karşılaştırma; aşırı uzun,"The Gleaners, Adagio for Strings, One and Three Chairs ve The Physical Impossibility of Death in the Mind of Someone Living arasından hangisinin tarihi Valkürlerin Uçuşu eserine en yakındır?",The Gleaners
q14785,REJECT,3,Orta,art2-order-clean,sıralama/karşılaştırma; birden fazla soru,"Just what is it that makes today’s homes so different, so appealing?, The Raft of the Medusa, Düğün Marşı ve The Gleaners eserleri tarihlerine göre eskiden yeniye nasıl sıralanır?","The Raft of the Medusa → Düğün Marşı → The Gleaners → Just what is it that makes today’s homes so different, so appealing?"
q14786,REJECT,3,Zor,art2-closest-clean,sıralama/karşılaştırma; birden fazla soru,"Hebridler Uvertürü, Where Do We Come From? What Are We? Where Are We Going?, Guillaume Tell ve Drowning Girl arasından hangisinin tarihi Woman with a Hat eserine en yakındır?",Where Do We Come From? What Are We? Where Are We Going?
q14787,REJECT,3,Kolay,art2-common-creator-clean,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Bahar Ayini ile Ateş Kuşu eserlerinin ortak yaratıcısı kimdir?,Igor Stravinski
q14788,REJECT,3,Orta,art2-order-clean,sıralama/karşılaştırma,"Daphnis et Chloé, The Persistence of Memory, Bir Sergiden Tablolar ve Gayane eserleri tarihlerine göre eskiden yeniye nasıl sıralanır?",Bir Sergiden Tablolar → Daphnis et Chloé → The Persistence of Memory → Gayane
q14789,REJECT,4,Orta,sci2-mass,hesaplama; formül alıştırması,10 g/cm³ yoğunluğa sahip 56 cm³’lük cismin kütlesi kaç gramdır?,560 g
q14790,REJECT,4,Zor,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",50 kg kütleye 8 m/s² ivme kazandıran net kuvvet kaç newtondur?,400 N
q14791,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",5 saat boyunca saatte 25 kilometre ilerleyen bir taşıtın toplam yolu nedir?,125 km
q14792,REJECT,4,Orta,sci2-density,formül alıştırması,Kütlesi 1300 g ve hacmi 65 cm³ olan maddenin yoğunluğu kaç g/cm³’tür?,20 g/cm³
q14793,REJECT,4,Orta,sci2-mass,hesaplama,Birim hacimde 1 gram bulunan bir maddeden 16 cm³ alındığında kütle kaç gram olur?,16 g
q14794,REJECT,4,Zor,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",44 kg kütleye 6 m/s² ivme kazandıran net kuvvet kaç newtondur?,264 N
q14795,REJECT,4,Kolay,sci2-time,hesaplama,"Mesafe 720 km, hız 120 km/sa olduğunda yolculuk süresi kaç saattir?",6 saat
q14796,REJECT,4,Orta,sci2-fahrenheit-celsius,Trivia değeri düşük veya fazla niş şablon.,41 °F sıcaklık Celsius ölçeğinde kaç derecedir?,5 °C
q14797,REJECT,4,Orta,sci2-density,formül alıştırması,35 cm³ hacimde 560 gram kütle bulunan homojen örneğin yoğunluğu kaç g/cm³ olur?,16 g/cm³
q14798,REJECT,4,Zor,sci2-work,hesaplama,Hareket yönünde 30 N kuvvetle 19 metre ilerletilen cisim üzerinde kaç joule iş yapılır?,570 J
q14799,REJECT,4,Kolay,sci2-time,hesaplama,Bir taşıt 20 km/sa sabit hızla giderse 180 km yol için kaç saate ihtiyaç duyar?,9 saat
q14800,REJECT,4,Orta,sci2-density,formül alıştırması,"Bir cismin kütlesi 80 g, hacmi 40 cm³ ise yoğunluğu nasıl hesaplanır?",2 g/cm³
q14801,REJECT,4,Orta,sci2-density,formül alıştırması,"Hacmi 25 cm³, kütlesi 400 g olan cismin birim hacim başına kütlesi kaçtır?",16 g/cm³
q14802,REJECT,4,Zor,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",50 kilogramlık bir cismin ivmesi 9 m/s² ise F = m·a sonucunda kuvvet kaç N çıkar?,450 N
q14803,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",60 km/sa hızla 2 saat giden bir araç kaç kilometre yol alır?,120 km
q14804,REJECT,4,Orta,sci2-fahrenheit-celsius,Trivia değeri düşük veya fazla niş şablon.,347 °F sıcaklık Celsius ölçeğinde kaç derecedir?,175 °C
q14805,REJECT,4,Orta,sci2-time,hesaplama,245 kilometrelik yol sabit 35 km/sa hızla kaç saatte tamamlanır?,7 saat
q14806,REJECT,4,Zor,sci2-power,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.","İş 340 J, süre 2 s olduğunda P = W/t ile güç kaç W bulunur?",170 W
q14807,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",70 km/sa hızla 4 saat giden bir araç kaç kilometre yol alır?,280 km
q14808,REJECT,4,Orta,sci2-mass,hesaplama; formül alıştırması,Yoğunluğu 1 g/cm³ ve hacmi 35 cm³ olan örneğin kütlesi kaç gramdır?,35 g
q14809,REJECT,4,Orta,sci2-celsius-kelvin,Trivia değeri düşük veya fazla niş şablon.,eksi 62 °C sıcaklığın Kelvin karşılığı kaçtır?,"211,15 K"
q14810,REJECT,4,Zor,sci2-work,hesaplama,Hareket yönünde 95 N kuvvetle 8 metre ilerletilen cisim üzerinde kaç joule iş yapılır?,760 J
q14811,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",1 saat boyunca saatte 30 kilometre ilerleyen bir taşıtın toplam yolu nedir?,30 km
q14812,REJECT,4,Orta,sci2-mass,hesaplama; formül alıştırması,14 cm³ hacimli bir madde 13 g/cm³ yoğunluktaysa kaç gram gelir?,182 g
q14813,REJECT,4,Orta,sci2-time,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",250 km mesafeyi saatte 125 km ilerleyerek katetmek ne kadar sürer?,2 saat
q14814,REJECT,4,Zor,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Kütlesi 8 kg olan cisim 3 m/s² ivmeleniyorsa uygulanan bileşke kuvvet nedir?,24 N
q14815,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",95 km/sa hızla 10 saat giden bir araç kaç kilometre yol alır?,950 km
q14816,REJECT,4,Orta,sci2-celsius-kelvin,hesaplama,-16 °C sıcaklık Kelvin ölçeğinde kaç kelvindir?,"257,15 K"
q14817,REJECT,4,Orta,sci2-density,formül alıştırması,55 cm³ hacimde 165 gram kütle bulunan homojen örneğin yoğunluğu kaç g/cm³ olur?,3 g/cm³
q14818,REJECT,4,Zor,sci2-work,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Kuvvet ile yer değiştirme aynı yönde; F = 95 N ve d = 17 m ise iş kaç J olur?,1615 J
q14819,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Hızı 22 km/sa olan bir yolcu 10 saatte kaç kilometre ilerler?,220 km
q14820,REJECT,4,Orta,sci2-density,formül alıştırması,"Bir cismin kütlesi 75 g, hacmi 25 cm³ ise yoğunluğu nasıl hesaplanır?",3 g/cm³
q14821,REJECT,4,Orta,sci2-density,formül alıştırması,35 cm³ hacimde 595 gram kütle bulunan homojen örneğin yoğunluğu kaç g/cm³ olur?,17 g/cm³
q14822,REJECT,4,Zor,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Bir cisim 20 kg ve ivmesi 2 m/s² olduğuna göre net kuvveti kaç newtondur?,40 N
q14823,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Hızı 65 km/sa olan bir yolcu 3 saatte kaç kilometre ilerler?,195 km
q14824,REJECT,4,Orta,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",24 kg kütleye 11 m/s² ivme kazandıran net kuvvet kaç newtondur?,264 N
q14825,REJECT,4,Orta,sci2-celsius-fahrenheit,formül alıştırması,200 °C sıcaklık Fahrenheit ölçeğinde kaç derecedir?,392 °F
q14826,REJECT,4,Zor,sci2-power,hesaplama,510 joule enerji 17 saniyede aktarılırsa ortalama güç kaç watt olur?,30 W
q14827,REJECT,4,Kolay,sci2-time,hesaplama,Hızı 105 km/sa olan bir araç 420 kilometreyi kaç saatte alır?,4 saat
q14828,REJECT,4,Orta,sci2-fahrenheit-celsius,Trivia değeri düşük veya fazla niş şablon.,374 °F sıcaklık Celsius ölçeğinde kaç derecedir?,190 °C
q14829,REJECT,4,Orta,sci2-mass,hesaplama,Birim hacimde 12 gram bulunan bir maddeden 28 cm³ alındığında kütle kaç gram olur?,336 g
q14830,REJECT,4,Zor,sci2-power,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Bir düzenek 12 saniyede 2160 J iş yapıyorsa gücü nedir?,180 W
q14831,REJECT,4,Kolay,sci2-time,hesaplama,Bir taşıt 20 km/sa sabit hızla giderse 160 km yol için kaç saate ihtiyaç duyar?,8 saat
q14832,REJECT,4,Orta,sci2-mass,hesaplama; formül alıştırması,11 g/cm³ yoğunluğa sahip 49 cm³’lük cismin kütlesi kaç gramdır?,539 g
q14833,REJECT,4,Orta,sci2-celsius-kelvin,hesaplama,-17 °C sıcaklık Kelvin ölçeğinde kaç kelvindir?,"256,15 K"
q14834,REJECT,4,Zor,sci2-power,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.","İş 300 J, süre 3 s olduğunda P = W/t ile güç kaç W bulunur?",100 W
q14835,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Bir araç sabit 80 km/sa hızını 9 saat korursa aldığı yol kaç kilometredir?,720 km
q14836,REJECT,4,Orta,sci2-celsius-kelvin,hesaplama,-31 °C sıcaklık Kelvin ölçeğinde kaç kelvindir?,"242,15 K"
q14837,REJECT,4,Orta,sci2-density,formül alıştırması,"Hacmi 55 cm³, kütlesi 1100 g olan cismin birim hacim başına kütlesi kaçtır?",20 g/cm³
q14838,REJECT,4,Zor,sci2-power,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.","İş 480 J, süre 4 s olduğunda P = W/t ile güç kaç W bulunur?",120 W
q14839,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Bir araç sabit 125 km/sa hızını 5 saat korursa aldığı yol kaç kilometredir?,625 km
q14840,REJECT,4,Orta,sci2-celsius-kelvin,Trivia değeri düşük veya fazla niş şablon.,eksi 57 °C sıcaklığın Kelvin karşılığı kaçtır?,"216,15 K"
q14841,REJECT,4,Orta,sci2-celsius-kelvin,Trivia değeri düşük veya fazla niş şablon.,eksi 98 °C sıcaklığın Kelvin karşılığı kaçtır?,"175,15 K"
q14842,REJECT,4,Zor,sci2-power,hesaplama,180 joule enerji 3 saniyede aktarılırsa ortalama güç kaç watt olur?,60 W
q14843,REJECT,4,Kolay,sci2-time,hesaplama,960 kilometrelik yol sabit 120 km/sa hızla kaç saatte tamamlanır?,8 saat
q14844,REJECT,4,Orta,sci2-density,formül alıştırması,Kütlesi 450 g ve hacmi 25 cm³ olan maddenin yoğunluğu kaç g/cm³’tür?,18 g/cm³
q14845,REJECT,4,Orta,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Kütlesi 46 kg olan cisim 19 m/s² ivmeleniyorsa uygulanan bileşke kuvvet nedir?,874 N
q14846,REJECT,4,Zor,sci2-work,hesaplama,Bir cisim 45 N kuvvet altında 9 metre hareket ettiğinde enerji aktarımı kaç jouledür?,405 J
q14847,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",20 km/sa hızla 3 saat giden bir araç kaç kilometre yol alır?,60 km
q14848,REJECT,4,Orta,sci2-celsius-fahrenheit,formül alıştırması,-85 °C sıcaklık Fahrenheit ölçeğinde kaç derecedir?,-121 °F
q14849,REJECT,4,Orta,sci2-density,formül alıştırması,Kütlesi 1235 g ve hacmi 65 cm³ olan maddenin yoğunluğu kaç g/cm³’tür?,19 g/cm³
q14850,REJECT,4,Zor,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",46 kilogramlık bir cismin ivmesi 10 m/s² ise F = m·a sonucunda kuvvet kaç N çıkar?,460 N
q14851,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",110 km/sa hızla 9 saat giden bir araç kaç kilometre yol alır?,990 km
q14852,REJECT,4,Orta,sci2-density,formül alıştırması,"Hacmi 50 cm³, kütlesi 150 g olan cismin birim hacim başına kütlesi kaçtır?",3 g/cm³
q14853,REJECT,4,Orta,sci2-time,hesaplama,Bir taşıt 20 km/sa sabit hızla giderse 140 km yol için kaç saate ihtiyaç duyar?,7 saat
q14854,REJECT,4,Zor,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Bir cisim 28 kg ve ivmesi 16 m/s² olduğuna göre net kuvveti kaç newtondur?,448 N
q14855,REJECT,4,Kolay,sci2-time,hesaplama,Hızı 70 km/sa olan bir araç 280 kilometreyi kaç saatte alır?,4 saat
q14856,REJECT,4,Orta,sci2-mass,hesaplama; formül alıştırması,1 g/cm³ yoğunluğa sahip 48 cm³’lük cismin kütlesi kaç gramdır?,48 g
q14857,REJECT,4,Orta,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",16 kg kütleye 10 m/s² ivme kazandıran net kuvvet kaç newtondur?,160 N
q14858,REJECT,4,Zor,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",46 kg kütleye 14 m/s² ivme kazandıran net kuvvet kaç newtondur?,644 N
q14859,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",95 km/sa hızla 6 saat giden bir araç kaç kilometre yol alır?,570 km
q14860,REJECT,4,Orta,sci2-celsius-kelvin,hesaplama,-33 °C sıcaklık Kelvin ölçeğinde kaç kelvindir?,"240,15 K"
q14861,REJECT,4,Orta,sci2-density,formül alıştırması,"Bir cismin kütlesi 110 g, hacmi 10 cm³ ise yoğunluğu nasıl hesaplanır?",11 g/cm³
q14862,REJECT,4,Zor,sci2-work,hesaplama,Bir cisim 80 N kuvvet altında 10 metre hareket ettiğinde enerji aktarımı kaç jouledür?,800 J
q14863,REJECT,4,Kolay,sci2-time,hesaplama,270 kilometrelik yol sabit 30 km/sa hızla kaç saatte tamamlanır?,9 saat
q14864,REJECT,4,Orta,sci2-density,formül alıştırması,60 gramlık bir örnek 15 cm³ yer kaplıyorsa yoğunluğu nedir?,4 g/cm³
q14865,REJECT,4,Orta,sci2-density,formül alıştırması,5 cm³ hacimde 90 gram kütle bulunan homojen örneğin yoğunluğu kaç g/cm³ olur?,18 g/cm³
q14866,REJECT,4,Zor,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",50 kg kütleye 14 m/s² ivme kazandıran net kuvvet kaç newtondur?,700 N
q14867,REJECT,4,Kolay,sci2-time,hesaplama,"Mesafe 455 km, hız 65 km/sa olduğunda yolculuk süresi kaç saattir?",7 saat
q14868,REJECT,4,Orta,sci2-fahrenheit-celsius,Trivia değeri düşük veya fazla niş şablon.,671 °F sıcaklık Celsius ölçeğinde kaç derecedir?,355 °C
q14869,REJECT,4,Orta,sci2-celsius-fahrenheit,formül alıştırması,275 °C sıcaklık Fahrenheit ölçeğinde kaç derecedir?,527 °F
q14870,REJECT,4,Zor,sci2-work,hesaplama,Hareket yönünde 75 N kuvvetle 17 metre ilerletilen cisim üzerinde kaç joule iş yapılır?,1275 J
q14871,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Yolculuk 9 saat sürüyor ve hız 90 km/sa ise mesafe kaç kilometredir?,810 km
q14872,REJECT,4,Orta,sci2-celsius-kelvin,Trivia değeri düşük veya fazla niş şablon.,eksi 53 °C sıcaklığın Kelvin karşılığı kaçtır?,"220,15 K"
q14873,REJECT,4,Orta,sci2-density,formül alıştırması,360 gramlık bir örnek 30 cm³ yer kaplıyorsa yoğunluğu nedir?,12 g/cm³
q14874,REJECT,4,Zor,sci2-power,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.","İş 3610 J, süre 19 s olduğunda P = W/t ile güç kaç W bulunur?",190 W
q14875,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",120 km/sa hızla 7 saat giden bir araç kaç kilometre yol alır?,840 km
q14876,REJECT,4,Orta,sci2-mass,hesaplama,Birim hacimde 3 gram bulunan bir maddeden 42 cm³ alındığında kütle kaç gram olur?,126 g
q14877,REJECT,4,Orta,sci2-density,formül alıştırması,Kütlesi 180 g ve hacmi 30 cm³ olan maddenin yoğunluğu kaç g/cm³’tür?,6 g/cm³
q14878,REJECT,4,Zor,sci2-work,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Kuvvet ile yer değiştirme aynı yönde; F = 100 N ve d = 14 m ise iş kaç J olur?,1400 J
q14879,REJECT,4,Kolay,sci2-time,hesaplama,Bir taşıt 30 km/sa sabit hızla giderse 210 km yol için kaç saate ihtiyaç duyar?,7 saat
q14880,REJECT,4,Orta,sci2-time,hesaplama,60 kilometrelik yol sabit 20 km/sa hızla kaç saatte tamamlanır?,3 saat
q14881,REJECT,4,Orta,sci2-density,formül alıştırması,"Bir cismin kütlesi 350 g, hacmi 50 cm³ ise yoğunluğu nasıl hesaplanır?",7 g/cm³
q14882,REJECT,4,Zor,sci2-power,hesaplama,1400 joule işi 14 saniyede yapan sistemin ortalama gücü kaç wattır?,100 W
q14883,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Hızı 80 km/sa olan bir yolcu 10 saatte kaç kilometre ilerler?,800 km
q14884,REJECT,4,Orta,sci2-density,formül alıştırması,"Hacmi 15 cm³, kütlesi 255 g olan cismin birim hacim başına kütlesi kaçtır?",17 g/cm³
q14885,REJECT,4,Orta,sci2-celsius-kelvin,hesaplama,-13 °C sıcaklık Kelvin ölçeğinde kaç kelvindir?,"260,15 K"
q14886,REJECT,4,Zor,sci2-work,hesaplama,Hareket yönünde 75 N kuvvetle 19 metre ilerletilen cisim üzerinde kaç joule iş yapılır?,1425 J
q14887,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Bir araç sabit 40 km/sa hızını 7 saat korursa aldığı yol kaç kilometredir?,280 km
q14888,REJECT,4,Orta,sci2-fahrenheit-celsius,Trivia değeri düşük veya fazla niş şablon.,626 °F sıcaklık Celsius ölçeğinde kaç derecedir?,330 °C
q14889,REJECT,4,Orta,sci2-density,formül alıştırması,"Bir cismin kütlesi 80 g, hacmi 10 cm³ ise yoğunluğu nasıl hesaplanır?",8 g/cm³
q14890,REJECT,4,Zor,sci2-work,hesaplama,Bir cisim 20 N kuvvet altında 6 metre hareket ettiğinde enerji aktarımı kaç jouledür?,120 J
q14891,REJECT,4,Kolay,sci2-time,hesaplama,"Mesafe 250 km, hız 25 km/sa olduğunda yolculuk süresi kaç saattir?",10 saat
q14892,REJECT,4,Orta,sci2-fahrenheit-celsius,Trivia değeri düşük veya fazla niş şablon.,446 °F sıcaklık Celsius ölçeğinde kaç derecedir?,230 °C
q14893,REJECT,4,Orta,sci2-density,formül alıştırması,"Bir cismin kütlesi 950 g, hacmi 50 cm³ ise yoğunluğu nasıl hesaplanır?",19 g/cm³
q14894,REJECT,4,Zor,sci2-power,hesaplama,1360 joule işi 17 saniyede yapan sistemin ortalama gücü kaç wattır?,80 W
q14895,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Bir araç sabit 125 km/sa hızını 6 saat korursa aldığı yol kaç kilometredir?,750 km
q14896,REJECT,4,Orta,sci2-time,hesaplama,450 kilometrelik yol sabit 90 km/sa hızla kaç saatte tamamlanır?,5 saat
q14897,REJECT,4,Orta,sci2-density,formül alıştırması,Kütlesi 540 g ve hacmi 30 cm³ olan maddenin yoğunluğu kaç g/cm³’tür?,18 g/cm³
q14898,REJECT,4,Zor,sci2-power,hesaplama,1000 joule işi 20 saniyede yapan sistemin ortalama gücü kaç wattır?,50 W
q14899,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Hızı 26 km/sa olan bir yolcu 2 saatte kaç kilometre ilerler?,52 km
q14900,REJECT,4,Orta,sci2-fahrenheit-celsius,Trivia değeri düşük veya fazla niş şablon.,-94 °F sıcaklık Celsius ölçeğinde kaç derecedir?,-70 °C
q14901,REJECT,4,Orta,sci2-fahrenheit-celsius,Trivia değeri düşük veya fazla niş şablon.,14 °F sıcaklık Celsius ölçeğinde kaç derecedir?,-10 °C
q14902,REJECT,4,Zor,sci2-work,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Sabit 40 newtonluk kuvvet bir cismi 14 m taşıyorsa yapılan iş nedir?,560 J
q14903,REJECT,4,Kolay,sci2-time,hesaplama,Hızı 60 km/sa olan bir araç 300 kilometreyi kaç saatte alır?,5 saat
q14904,REJECT,4,Orta,sci2-celsius-fahrenheit,formül alıştırması,225 °C sıcaklık Fahrenheit ölçeğinde kaç derecedir?,437 °F
q14905,REJECT,4,Orta,sci2-celsius-fahrenheit,formül alıştırması,"Celsius ölçeğindeki eksi 135 derece, Fahrenheit ölçeğinde kaç derecedir?",-211 °F
q14906,REJECT,4,Zor,sci2-work,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Sabit 20 newtonluk kuvvet bir cismi 17 m taşıyorsa yapılan iş nedir?,340 J
q14907,REJECT,4,Kolay,sci2-time,hesaplama,"Mesafe 70 km, hız 35 km/sa olduğunda yolculuk süresi kaç saattir?",2 saat
q14908,REJECT,4,Orta,sci2-mass,hesaplama; formül alıştırması,Yoğunluğu 2 g/cm³ ve hacmi 16 cm³ olan örneğin kütlesi kaç gramdır?,32 g
q14909,REJECT,4,Orta,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",20 kg kütleye 19 m/s² ivme kazandıran net kuvvet kaç newtondur?,380 N
q14910,REJECT,4,Zor,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Bir cisim 4 kg ve ivmesi 12 m/s² olduğuna göre net kuvveti kaç newtondur?,48 N
q14911,REJECT,4,Kolay,sci2-time,hesaplama,Bir taşıt 90 km/sa sabit hızla giderse 270 km yol için kaç saate ihtiyaç duyar?,3 saat
q14912,REJECT,4,Orta,sci2-density,formül alıştırması,5 cm³ hacimde 50 gram kütle bulunan homojen örneğin yoğunluğu kaç g/cm³ olur?,10 g/cm³
q14913,REJECT,4,Orta,sci2-mass,hesaplama; formül alıştırması,Yoğunluğu 3 g/cm³ ve hacmi 7 cm³ olan örneğin kütlesi kaç gramdır?,21 g
q14914,REJECT,4,Zor,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",40 kilogramlık bir cismin ivmesi 15 m/s² ise F = m·a sonucunda kuvvet kaç N çıkar?,600 N
q14915,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",10 saat boyunca saatte 60 kilometre ilerleyen bir taşıtın toplam yolu nedir?,600 km
q14916,REJECT,4,Orta,sci2-density,formül alıştırması,Kütlesi 110 g ve hacmi 55 cm³ olan maddenin yoğunluğu kaç g/cm³’tür?,2 g/cm³
q14917,REJECT,4,Orta,sci2-density,formül alıştırması,50 cm³ hacimde 700 gram kütle bulunan homojen örneğin yoğunluğu kaç g/cm³ olur?,14 g/cm³
q14918,REJECT,4,Zor,sci2-power,hesaplama,400 joule enerji 4 saniyede aktarılırsa ortalama güç kaç watt olur?,100 W
q14919,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",95 km/sa hızla 1 saat giden bir araç kaç kilometre yol alır?,95 km
q14920,REJECT,4,Orta,sci2-fahrenheit-celsius,Trivia değeri düşük veya fazla niş şablon.,293 °F sıcaklık Celsius ölçeğinde kaç derecedir?,145 °C
q14921,REJECT,4,Orta,sci2-density,formül alıştırması,Kütlesi 720 g ve hacmi 60 cm³ olan maddenin yoğunluğu kaç g/cm³’tür?,12 g/cm³
q14922,REJECT,4,Zor,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Bir cisim 44 kg ve ivmesi 12 m/s² olduğuna göre net kuvveti kaç newtondur?,528 N
q14923,REJECT,4,Kolay,sci2-time,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",135 km mesafeyi saatte 45 km ilerleyerek katetmek ne kadar sürer?,3 saat
q14924,REJECT,4,Orta,sci2-density,formül alıştırması,280 gramlık bir örnek 35 cm³ yer kaplıyorsa yoğunluğu nedir?,8 g/cm³
q14925,REJECT,4,Orta,sci2-force,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",2 kg kütleye 19 m/s² ivme kazandıran net kuvvet kaç newtondur?,38 N
q14926,REJECT,4,Zor,sci2-power,hesaplama,900 joule işi 5 saniyede yapan sistemin ortalama gücü kaç wattır?,180 W
q14927,REJECT,4,Kolay,sci2-distance,"Seri üretim, hesaplama, sıralama veya veri tabanı şablonu.",Bir araç sabit 70 km/sa hızını 6 saat korursa aldığı yol kaç kilometredir?,420 km
